smiles,sampling_params,response
COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""COC(=O)c1ccccc1N"", ""O=C(O)c1cc(-c2ccc(Cl)cc2)on1""], ""product"": ""COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1""}], ""building_blocks"": [""<bb>COC(=O)c1ccccc1N</bb>"", ""<bb>O=C(O)c1cc(-c2ccc(Cl)cc2)on1</bb>""]}"
COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""COC(=O)c1ccccc1N"", ""O=C(O)c1cc(-c2ccc(Cl)cc2)on1""], ""product"": ""COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1""}], ""building_blocks"": [""<bb>COC(=O)c1ccccc1N</bb>"", ""<bb>O=C(O)c1cc(-c2ccc(Cl)cc2)on1</bb>""]}"
COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""COC(=O)c1ccccc1N"", ""O=C(O)c1cc(-c2ccc(Cl)cc2)on1""], ""product"": ""COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1""}], ""building_blocks"": [""<bb>COC(=O)c1ccccc1N</bb>"", ""<bb>O=C(O)c1cc(-c2ccc(Cl)cc2)on1</bb>""]}"
COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Br:1][c$(c(Br)),n$(n(Br)),o$(o(Br)),C$([CH](Br)(=C)):2].[C$(C(B)([CX4])([CX4])([CX4])),C$([CH](B)([CX4])([CX4])),C$([CH2](B)([CX4])),C$([CH2](B)),C$(C(B)(=C)),c$(c(B)),o$(o(B)),n$(n(B)):3][B$(B([C,c,n,o])([OH,$(OC)])([OH,$(OC)])),B$([B-1]([C,c,n,o])(N)([OH,$(OC)])([OH,$(OC)])):4]>>[C,c,n,o:2][C,c,n,o:3]</rxn>"", ""reactants"": [""OB(O)c1ccc(Cl)cc1"", ""COC(=O)c1ccccc1NC(=O)c1cc(Br)on1""], ""product"": ""COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1""}], ""building_blocks"": [""<bb>OB(O)c1ccc(Cl)cc1</bb>"", ""<bb>COC(=O)c1ccccc1NC(=O)c1cc(Br)on1</bb>""]}"
COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""O=C(Cl)c1cc(-c2ccc(Cl)cc2)on1"", ""COC(=O)c1ccccc1N""], ""product"": ""COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(Cl)cc2)on1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH,O-:4]-[C$(C(=O)([OH,O-])([CX4])),C$([CH](=O)([OH,O-])):2]=[O:3]>>[Cl:5][C:2]=[O:3]</rxn>"", ""reactants"": [""O=C(O)c1cc(-c2ccc(Cl)cc2)on1"", """"], ""product"": ""O=C(Cl)c1cc(-c2ccc(Cl)cc2)on1""}], ""building_blocks"": [""<bb>COC(=O)c1ccccc1N</bb>"", ""<bb>O=C(O)c1cc(-c2ccc(Cl)cc2)on1</bb>""]}"
Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:6]-[C;R0:1](=[OD1])-[CH1;R0:5](-[#6:7])-[*;#17,#35,#53].[NH2:2]-[C:3]=[SD1:4]>>[c:1]2(-[#6:6]):[n:2]:[c:3]:[s:4][c:5]([#6:7]):2</rxn>"", ""reactants"": [""Cc1ncc(C)n2nc(CCC(N)=S)nc12"", ""Cc1cc2nc(CCC(=O)C(Br)Br)ccc2cc1F""], ""product"": ""Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1cc2nc(CCC#N)ccc2cc1F"", ""BrCC(Br)Br""], ""product"": ""Cc1cc2nc(CCC(=O)C(Br)Br)ccc2cc1F""}, {""reaction_number"": 3, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""OCC(Br)Br""], ""product"": ""BrCC(Br)Br""}], ""building_blocks"": [""<bb>Cc1ncc(C)n2nc(CCC(N)=S)nc12</bb>"", ""<bb>Cc1cc2nc(CCC#N)ccc2cc1F</bb>"", ""<bb>OCC(Br)Br</bb>""]}"
Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:6]-[C;R0:1](=[OD1])-[CH1;R0:5](-[#6:7])-[*;#17,#35,#53].[NH2:2]-[C:3]=[SD1:4]>>[c:1]2(-[#6:6]):[n:2]:[c:3]:[s:4][c:5]([#6:7]):2</rxn>"", ""reactants"": [""Cc1ncc(C)n2nc(CCC(N)=S)nc12"", ""Cc1cc2nc(CCC(=O)C(Br)Br)ccc2cc1F""], ""product"": ""Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1cc2nc(CCC#N)ccc2cc1F"", ""BrCC(Br)Br""], ""product"": ""Cc1cc2nc(CCC(=O)C(Br)Br)ccc2cc1F""}, {""reaction_number"": 3, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""OCC(Br)Br""], ""product"": ""BrCC(Br)Br""}], ""building_blocks"": [""<bb>Cc1ncc(C)n2nc(CCC(N)=S)nc12</bb>"", ""<bb>Cc1cc2nc(CCC#N)ccc2cc1F</bb>"", ""<bb>OCC(Br)Br</bb>""]}"
Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:6]-[C;R0:1](=[OD1])-[CH1;R0:5](-[#6:7])-[*;#17,#35,#53].[NH2:2]-[C:3]=[SD1:4]>>[c:1]2(-[#6:6]):[n:2]:[c:3]:[s:4][c:5]([#6:7]):2</rxn>"", ""reactants"": [""Cc1ncc(C)n2nc(CCC(N)=S)nc12"", ""Cc1cc2nc(CCC(=O)C(Br)Br)ccc2cc1F""], ""product"": ""Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1cc2nc(CCC#N)ccc2cc1F"", ""BrCC(Br)Br""], ""product"": ""Cc1cc2nc(CCC(=O)C(Br)Br)ccc2cc1F""}, {""reaction_number"": 3, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""OCC(Br)Br""], ""product"": ""BrCC(Br)Br""}], ""building_blocks"": [""<bb>Cc1ncc(C)n2nc(CCC(N)=S)nc12</bb>"", ""<bb>Cc1cc2nc(CCC#N)ccc2cc1F</bb>"", ""<bb>OCC(Br)Br</bb>""]}"
Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:6]-[C;R0:1](=[OD1])-[CH1;R0:5](-[#6:7])-[*;#17,#35,#53].[NH2:2]-[C:3]=[SD1:4]>>[c:1]2(-[#6:6]):[n:2]:[c:3]:[s:4][c:5]([#6:7]):2</rxn>"", ""reactants"": [""Cc1ncc(C)n2nc(CCC(N)=S)nc12"", ""Cc1cc2nc(CCC(=O)CBr)ccc2cc1F""], ""product"": ""Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1cc2nc(CCC#N)ccc2cc1F"", ""BrCBr""], ""product"": ""Cc1cc2nc(CCC(=O)CBr)ccc2cc1F""}, {""reaction_number"": 3, ""reaction_template"": ""<rxn>[OH,NH2,NH3+:3]-[CH2:2]-[C$(C([CX4,c])([CX4,c])([CX4,c])),C$([CH]([CX4,c])([CX4,c])),C$([CH2]([CX4,c])),C$([CH3]),c$(c):1]>>[C,c:1][C:2]#[N:4]</rxn>"", ""reactants"": [""Cc1cc2nc(CCCN)ccc2cc1F"", """"], ""product"": ""Cc1cc2nc(CCC#N)ccc2cc1F""}], ""building_blocks"": [""<bb>Cc1ncc(C)n2nc(CCC(N)=S)nc12</bb>"", ""<bb>BrCBr</bb>"", ""<bb>Cc1cc2nc(CCCN)ccc2cc1F</bb>""]}"
Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:6]-[C;R0:1](=[OD1])-[CH1;R0:5](-[#6:7])-[*;#17,#35,#53].[NH2:2]-[C:3]=[SD1:4]>>[c:1]2(-[#6:6]):[n:2]:[c:3]:[s:4][c:5]([#6:7]):2</rxn>"", ""reactants"": [""Cc1cc2nc(CCC(N)=S)ccc2cc1F"", ""Cc1ncc(C)n2nc(CCC(N)=O)nc12""], ""product"": ""Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[Br:1][c$(c(Br)),n$(n(Br)),o$(o(Br)),C$([CH](Br)(=C)):2].[C$(C(B)([CX4])([CX4])([CX4])),C$([CH](B)([CX4])([CX4])),C$([CH2](B)([CX4])),C$([CH2](B)),C$(C(B)(=C)),c$(c(B)),o$(o(B)),n$(n(B)):3][B$(B([C,c,n,o])([OH,$(OC)])([OH,$(OC)])),B$([B-1]([C,c,n,o])(N)([OH,$(OC)])([OH,$(OC)])):4]>>[C,c,n,o:2][C,c,n,o:3]</rxn>"", ""reactants"": [""CC1(C)OB(CCC(N)=S)OC1(C)C"", ""Cc1cc2nc(Br)ccc2cc1F""], ""product"": ""Cc1cc2nc(CCC(N)=S)ccc2cc1F""}], ""building_blocks"": [""<bb>Cc1ncc(C)n2nc(CCC(N)=O)nc12</bb>"", ""<bb>CC1(C)OB(CCC(N)=S)OC1(C)C</bb>"", ""<bb>Cc1cc2nc(Br)ccc2cc1F</bb>""]}"
Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[c;r6:1](-[NH1;$(N-[#6]):2]):[c;r6:3](-[NH2:4]).[#6:6]-[CH1;R0:5](=[OD1])>>[c:3]2:[c:1]:[n:2]:[c:5](-[#6:6]):[n:4]2</rxn>"", ""reactants"": [""Cc1cc(N)c(Nc2cnc(C)n2C)cc1F"", ""Cc1ncc(C)n2nc(CCC=O)nc12""], ""product"": ""Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F""}], ""building_blocks"": [""<bb>Cc1cc(N)c(Nc2cnc(C)n2C)cc1F</bb>"", ""<bb>Cc1ncc(C)n2nc(CCC=O)nc12</bb>""]}"
Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[c;r6:1](-[NH1;$(N-[#6]):2]):[c;r6:3](-[NH2:4]).[#6:6]-[C;R0:5](=[OD1])-[#8;H1,$(O-[CH3])]>>[c:3]2:[c:1]:[n:2]:[c:5](-[#6:6]):[n:4]2</rxn>"", ""reactants"": [""Cc1ncc(C)n2nc(CCC(=O)O)nc12"", ""Cc1cc(N)c(N)c(F)c1""], ""product"": ""Cc1cc2nc(CCc3nc4c(C)ncc(C)n4n3)ccc2cc1F""}], ""building_blocks"": [""<bb>Cc1ncc(C)n2nc(CCC(=O)O)nc12</bb>"", ""<bb>Cc1cc(N)c(N)c(F)c1</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""NC(Cc1cccc(F)c1)C(=O)O"", ""CC(N)C(=O)NC(C)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}], ""building_blocks"": [""<bb>NC(Cc1cccc(F)c1)C(=O)O</bb>"", ""<bb>CC(N)C(=O)NC(C)C(=O)O</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""NC(Cc1cccc(F)c1)C(=O)O"", ""CC(N)C(=O)NC(C)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}], ""building_blocks"": [""<bb>NC(Cc1cccc(F)c1)C(=O)O</bb>"", ""<bb>CC(N)C(=O)NC(C)C(=O)O</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""NC(Cc1cccc(F)c1)C(=O)O"", ""CC(N)C(=O)NC(C)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}], ""building_blocks"": [""<bb>NC(Cc1cccc(F)c1)C(=O)O</bb>"", ""<bb>CC(N)C(=O)NC(C)C(=O)O</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""NC(Cc1cccc(F)c1)C(=O)O"", ""CC(N)C(=O)NC(C)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}], ""building_blocks"": [""<bb>NC(Cc1cccc(F)c1)C(=O)O</bb>"", ""<bb>CC(N)C(=O)NC(C)C(=O)O</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""NC(Cc1cccc(F)c1)C(=O)O"", ""CC(N)C(=O)NC(C)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}], ""building_blocks"": [""<bb>NC(Cc1cccc(F)c1)C(=O)O</bb>"", ""<bb>CC(N)C(=O)NC(C)C(=O)O</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""NC(Cc1cccc(F)c1)C(=O)O"", ""CC(N)C(=O)NC(C)C(=O)Cl""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH,O-:4]-[C$(C(=O)([OH,O-])([CX4])),C$([CH](=O)([OH,O-])):2]=[O:3]>>[Cl:5][C:2]=[O:3]</rxn>"", ""reactants"": ["""", ""CC(N)C(=O)NC(C)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)Cl""}], ""building_blocks"": [""<bb>NC(Cc1cccc(F)c1)C(=O)O</bb>"", ""<bb>CC(N)C(=O)NC(C)C(=O)O</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Cl:3][C,c:1]</rxn>"", ""reactants"": ["""", ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}], ""building_blocks"": [""<bb>CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O</bb>""]}"
CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Cl:3][C,c:1]</rxn>"", ""reactants"": ["""", ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""], ""product"": ""CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O""}], ""building_blocks"": [""<bb>CC(N)C(=O)NC(C)C(=O)NC(Cc1cccc(F)c1)C(=O)O</bb>""]}"
O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1"", ""OCC1CCC1""], ""product"": ""O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1""}], ""building_blocks"": [""<bb>O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1</bb>"", ""<bb>OCC1CCC1</bb>""]}"
O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1"", ""OCC1CCC1""], ""product"": ""O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1""}], ""building_blocks"": [""<bb>O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1</bb>"", ""<bb>OCC1CCC1</bb>""]}"
O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1"", ""OCC1CCC1""], ""product"": ""O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1""}], ""building_blocks"": [""<bb>O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1</bb>"", ""<bb>OCC1CCC1</bb>""]}"
O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1"", ""OCC1CCC1""], ""product"": ""O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1""}], ""building_blocks"": [""<bb>O=C(c1ccccc1Cl)N1CCN(CCCCl)CC1</bb>"", ""<bb>OCC1CCC1</bb>""]}"
O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C$(C(=O)([CX4,c])([CX4,c])),C$([CH](=O)([CX4,c])):1]=[O:2].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):3]>>[N+0:3][C:1]</rxn>"", ""reactants"": [""O=C(c1ccccc1Cl)N1CCNCC1"", ""O=CCCOCC1CCC1""], ""product"": ""O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1""}], ""building_blocks"": [""<bb>O=C(c1ccccc1Cl)N1CCNCC1</bb>"", ""<bb>O=CCCOCC1CCC1</bb>""]}"
O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C;H1&$(C([#6])[#6]),H2&$(C[#6]):1][OH1].[NH1;$(N([#6])S(=O)=O):2]>>[C:1][N:2]</rxn>"", ""reactants"": [""OCCCNS(=O)(=O)c1ccccc1"", ""O=C(c1ccccc1Cl)N1CCN(CCCO)CC1""], ""product"": ""O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1""}], ""building_blocks"": [""<bb>OCCCNS(=O)(=O)c1ccccc1</bb>"", ""<bb>O=C(c1ccccc1Cl)N1CCN(CCCO)CC1</bb>""]}"
O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""ClCC1CCC1"", ""O=C(c1ccccc1Cl)N1CCN(CCCO)CC1""], ""product"": ""O=C(c1ccccc1Cl)N1CCN(CCCOCC2CCC2)CC1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Cl:3][C,c:1]</rxn>"", ""reactants"": ["""", ""OCC1CCC1""], ""product"": ""ClCC1CCC1""}], ""building_blocks"": [""<bb>O=C(c1ccccc1Cl)N1CCN(CCCO)CC1</bb>"", ""<bb>OCC1CCC1</bb>""]}"
CC(C)CCC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""CC(C)CCC(O)C(N)CC(C)C"", ""CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O""], ""product"": ""CC(C)CCC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C""}], ""building_blocks"": [""<bb>CC(C)CCC(O)C(N)CC(C)C</bb>"", ""<bb>CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O</bb>""]}"
CC(C)CCC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""CC(C)CCC(O)C(N)CC(C)C"", ""CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O""], ""product"": ""CC(C)CCC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C""}], ""building_blocks"": [""<bb>CC(C)CCC(O)C(N)CC(C)C</bb>"", ""<bb>CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O</bb>""]}"
